BlockId,sequence_length,event_sequence
blk_1075259052,20,fe78f423 7bf0ce7e d0e1df42 0eb7ec73 e62fa191 fe78f423 e4b597a8 d0e1df42 0eb7ec73 e62fa191 fe78f423 8fe22649 f711ae03 0eb7ec73 e62fa191 16816cbb 1a02fef8 1a02fef8 1a02fef8 51930b75
blk_1074458375,15,dea09202 fa7bf71c b19e1efb 090725e6 b32609ef dea09202 09bc7e3a b19e1efb 090725e6 b32609ef dea09202 41d60d0c fa6e4ffe 090725e6 b32609ef
blk_1075016927,15,0822bc1c c46e7ade 38136979 ce1ffe43 8735eebd 0822bc1c dbc8b685 77579cf9 ce1ffe43 8735eebd c53dc2de 628981be 628981be 628981be 4c6fcc37
blk_1074087794,15,cd1bc094 88c51cc1 2f92384f 632b6b74 e92b80ed cd1bc094 80198379 7b77b967 632b6b74 e92b80ed cd1bc094 e8c0280d 2f92384f 632b6b74 e92b80ed
blk_1074231075,15,a00fd90c 7fb86359 0fa4a23f 946f11a5 f554f3ba a00fd90c bbd8d1b8 8119804f 946f11a5 f554f3ba a00fd90c ff5406ad 0fa4a23f 946f11a5 f554f3ba
blk_1075212122,20,5cbba016 65e2839b b8ccfa39 e2113299 004484f4 5cbba016 ec1cc3f0 b75b8188 e2113299 004484f4 5cbba016 4631472f b8ccfa39 e2113299 004484f4 b29eb397 deff2b95 deff2b95 deff2b95 9cdacb99
blk_1074494649,15,72e9586d 6f22311e 44062fa1 21a9388f 28de88b1 72e9586d 4292b66a 08cbd2ed 21a9388f 28de88b1 72e9586d 54217698 08cbd2ed 21a9388f 28de88b1
blk_1074244558,15,b1e516f8 2be6ce96 f4e0dccf 1d8fb533 41a7e849 b1e516f8 c2f618de f4e0dccf 1d8fb533 41a7e849 b1e516f8 43950441 626d4c8e 1d8fb533 41a7e849
blk_1075938402,15,4071cd63 ecc2dd88 726ef6e6 d14ec52a 8c9fb198 4071cd63 020e48b3 eb660ec2 d14ec52a 8c9fb198 7f881048 663d67ab 663d67ab 663d67ab 1f7087d3
blk_1075326437,20,a57f5820 2d17b8da a8f53f4e c45907bf 7eda0848 a57f5820 35a2b5c0 ef861a57 c45907bf 7eda0848 a57f5820 ac152116 a8f53f4e c45907bf 7eda0848 38648e3a 1d8a9615 1d8a9615 1d8a9615 dc2c6c56
blk_1075639967,20,3668734e c7422c53 be705368 bfcce293 95498054 3668734e e4bfa386 a8ca3222 bfcce293 95498054 3668734e 1c3f6a1e be705368 bfcce293 95498054 8216c16d 7a20419e 7a20419e 7a20419e 38131dc5
blk_1075296201,20,9a21b6da 27d2cffd d5a32f17 87840b7b f5a70d3c 9a21b6da 5de60be8 07f2fc93 87840b7b f5a70d3c 9a21b6da b6c61d50 07f2fc93 87840b7b f5a70d3c 5601bd03 c8d39d2e c8d39d2e c8d39d2e a505dc22
blk_1073941498,12,a62d2c92 d40625a1 a62d2c92 f974d4b0 a085ad2e b497adfd 44c6c12e a62d2c92 9537d431 a085ad2e aa576d0c 695209a6
blk_1074298174,15,43fb4b83 d612ee91 39b2697d 8eedeba7 06adc761 43fb4b83 77fd8e19 028e8b97 8eedeba7 06adc761 43fb4b83 c32ecb60 39b2697d 8eedeba7 06adc761
blk_1075169740,20,a3ece4e6 b512373c 323bd7b4 224c85ca 3f5ac55d a3ece4e6 669eb183 beb3a5a2 224c85ca 3f5ac55d a3ece4e6 21d8a4f9 323bd7b4 224c85ca 3f5ac55d 9b3849d7 7f95a1f1 7f95a1f1 7f95a1f1 2d66c117
blk_1075175575,20,758fbe94 ac8dea28 568877ee 71dfbdc6 205763c2 758fbe94 3d369c4e 568877ee 71dfbdc6 205763c2 758fbe94 b52ba657 1664301f 71dfbdc6 205763c2 c4f1d844 e21b9899 e21b9899 e21b9899 1de43c2e
blk_1074333899,15,5744bf4c c9fd612c 5d630650 c27ef08c b9294608 5744bf4c 4dbfd4a8 c17b6ec3 c27ef08c b9294608 5744bf4c b4ef6323 c17b6ec3 c27ef08c b9294608
blk_1074986240,20,416d0cf6 a13685df 79755fe1 a4419ab9 21c4a8bb 416d0cf6 27543e54 9ed467b4 a4419ab9 21c4a8bb 416d0cf6 e58b1416 9ed467b4 a4419ab9 21c4a8bb 9ba3f8da ed2da98d ed2da98d ed2da98d 6c2ebadf
blk_1075848052,20,e7af1e57 5833841a d002b9f2 f50233ea ba2b159f e7af1e57 e98d98e1 d002b9f2 f50233ea ba2b159f e7af1e57 731db115 2ba311d1 f50233ea ba2b159f 19d4ac87 b38d3323 b38d3323 b38d3323 fa88da05
blk_1075323294,20,094cd2aa 70a136ce 886e62f7 ffd06ade 18bc2056 094cd2aa e4c13ff5 886e62f7 ffd06ade 18bc2056 094cd2aa 81db9cd7 d7f99fc3 ffd06ade 18bc2056 feadd21a 468772c7 468772c7 468772c7 8c532dd5
blk_1075593108,15,33c0345a eb25ee74 367e51b5 5351809f ca5e840d 33c0345a a4c452eb 367e51b5 5351809f ca5e840d 926c40a6 5068ce46 5068ce46 5068ce46 ac8ae155
blk_1076135765,20,d0e18857 219c1a3f c0440a5b 49fa292b add06c8a d0e18857 e896a7b8 c0440a5b 49fa292b add06c8a d0e18857 5e28fac7 99e27771 49fa292b add06c8a 759c7b76 cd2bf63e cd2bf63e cd2bf63e a7fa0753
blk_1075053321,20,cfe6abe6 86671c26 0dcef4bd 9c91048e 01a01d9e cfe6abe6 82174aef 2b71a948 9c91048e 01a01d9e cfe6abe6 3d824d38 0dcef4bd 9c91048e 01a01d9e d23bfcb0 5bb27577 5bb27577 5bb27577 0fdec5e8
blk_1075795476,20,ba707be8 8f7b51a4 22919520 42bdb9b1 5f25cdf4 ba707be8 0f39eea2 22d85315 42bdb9b1 5f25cdf4 ba707be8 a29f2f41 22919520 42bdb9b1 5f25cdf4 70303173 1e96f9f5 1e96f9f5 1e96f9f5 6f1c0d8b
blk_1075839771,20,28165328 f274d43a 7af8ed2d 5693d71d 4511d561 28165328 bc356156 abdd2193 5693d71d 4511d561 28165328 e7818ba6 abdd2193 5693d71d 4511d561 fd69ac06 12eb10f3 12eb10f3 e1ff798a 9e4dd68a
blk_1074126439,15,f6e7645e eb2561f5 8b01cd7a a3a89c7b 26364ca1 f6e7645e bfa9797c fd27f38e a3a89c7b 26364ca1 f6e7645e 9b762a5e 8b01cd7a a3a89c7b 26364ca1
blk_1076159848,20,0c2e6364 4e4c4e4c 56c02905 9b96e2cc 40398cf8 0c2e6364 f8e95c38 56c02905 9b96e2cc 40398cf8 0c2e6364 140c23d7 b1895531 9b96e2cc 40398cf8 f6359cba 5def5764 5def5764 5def5764 cf592389
blk_1075226175,21,86db3bbb a2442d13 7cfd70d0 615c3726 001215e2 86db3bbb fbebf248 4657594a 615c3726 001215e2 86db3bbb b2abfeea 7cfd70d0 615c3726 001215e2 dcde4429 3c82e894 1650f56a 87052357 87052357 e259a9c7
blk_1073777447,9,3515dbc9 297a60b6 64319757 3515dbc9 33078b7c 64319757 3515dbc9 d0a972e4 03a77f8f
blk_1075828635,20,74c4c985 fa9a6a32 95ab2e14 9aedb678 2c1f3852 74c4c985 87c75073 95ab2e14 9aedb678 2c1f3852 74c4c985 fc5bf38b c579100c 9aedb678 2c1f3852 2b97bf59 670194c7 670194c7 670194c7 c29d0a55
blk_1073877566,26,023af696 d9510364 8f9482d8 023af696 64247dad 023af696 64247dad 023af696 87ec9eaf 8f9482d8 7586a411 b3286d11 7586a411 b3286d11 023af696 3d85dcb7 ff9ec337 9a4993ac 684d8f93 80792991 0a5c1813 a3bf968d e2e99451 8539b07b 80792991 0a5c1813
blk_1075432645,20,1c23e4cf f890571f a3ae8704 73ddb9b9 8d16ba67 1c23e4cf 6dd1fb4a d44f36bd 73ddb9b9 8d16ba67 1c23e4cf 4fb8928d a3ae8704 73ddb9b9 8d16ba67 68a246a9 e48de854 e48de854 e48de854 0a98416b
blk_1074443788,15,3311f11a a8b41e10 c8ac9afb 17bd74fa f4f3701e 3311f11a aae1a76a 56707172 17bd74fa f4f3701e 3311f11a b00679c1 56707172 17bd74fa f4f3701e
blk_1075375298,20,a9c12b70 c54b1392 24d339b5 0dd8835b d936c31a a9c12b70 39f66456 867e19bf 0dd8835b d936c31a a9c12b70 902c74ef 867e19bf 0dd8835b d936c31a 424fe71b 487fb45e 487fb45e 487fb45e 7d85b8ae
blk_1074158965,15,135c4bef 6e812edc 0251b35e a85f8955 5fe6fd9f 135c4bef 44060cd0 0251b35e a85f8955 5fe6fd9f 135c4bef 0295e65f 6e37cc35 a85f8955 5fe6fd9f
blk_1075236944,20,da74f6df 9b5bc7e2 eebd05ca d6ea25d4 5a97328b da74f6df 9f40658e 5d7f4f6e d6ea25d4 5a97328b da74f6df cb7bc8d9 eebd05ca d6ea25d4 5a97328b 3a81dfa7 9b0aef55 9b0aef55 9b0aef55 4be2eb00
blk_1075171511,20,dd6d399f 05f5c2c7 ec755941 2ad3d74e 11985a9b dd6d399f 902dd5e6 4e667a13 2ad3d74e 11985a9b dd6d399f ebf36a48 ec755941 2ad3d74e 11985a9b 73d67c32 03822761 03822761 03822761 1c6b6ae7
blk_1074167877,10,b96f7bed 9becebf7 a9f495a2 37a4612a 53401044 b96f7bed 69471efb a9f495a2 37a4612a 53401044
blk_1074862826,20,ac1b8488 fbe3872a 59ea4842 096e076d 8596e287 ac1b8488 2daf77b2 59ea4842 096e076d 8596e287 ac1b8488 db2478eb b99bed97 096e076d 8596e287 f86a1b3a bd9a8831 bd9a8831 bd9a8831 c5526cd3
blk_1074338337,15,4ec4a186 c49a1393 e73378a2 e91cf9b0 2bbcf4a6 4ec4a186 1ba01135 e73378a2 e91cf9b0 2bbcf4a6 4ec4a186 c06ff6a0 bdefbb54 e91cf9b0 2bbcf4a6
blk_1075437411,20,1d251d4c ecfa28bc 623a7ba1 d1d5f716 b6139da5 1d251d4c 4ac9f642 623a7ba1 d1d5f716 b6139da5 1d251d4c 7f667f26 50678f75 d1d5f716 b6139da5 87be5450 219f4ea7 219f4ea7 219f4ea7 aa9f87a1
blk_1074251832,15,0120d59b 10f8f0f6 215d54b4 c7b830f5 b86be2c8 0120d59b d9408146 2a2f24b2 c7b830f5 b86be2c8 0120d59b a1ffe529 2a2f24b2 c7b830f5 b86be2c8
blk_1075415082,20,a5123480 8affb35f db8eaee9 b3cb6b48 8de6b600 a5123480 8f5e7169 d9ebeb64 b3cb6b48 8de6b600 a5123480 5b9283fb d9ebeb64 b3cb6b48 8de6b600 436fddb3 1e587436 1e587436 1e587436 9771d6b0
blk_1076071148,20,50f1a80b d7b2e765 c397de02 1d573843 68d22275 50f1a80b d21ce784 aeff22a9 1d573843 68d22275 50f1a80b 3be2f2e7 c397de02 1d573843 68d22275 b1dcf8b9 81b684b3 81b684b3 81b684b3 18ebdecd
blk_1076083900,20,625c6465 45f94f73 2be2ca19 3ebdedc2 1f6f8d81 625c6465 c27525a2 2be2ca19 3ebdedc2 1f6f8d81 625c6465 951f9f39 e0a16e4c 3ebdedc2 1f6f8d81 7387190b a48b132d a48b132d a48b132d d93d519c
blk_1074822499,20,899675cb 6916ff98 5532f9cd beb33778 fb4f86c4 899675cb 0c0ac60d d3bd892a beb33778 fb4f86c4 899675cb 2fbda662 d3bd892a beb33778 fb4f86c4 b7bed13c ca739d4c ca739d4c ca739d4c 710f5694
blk_1074028172,9,c2336cf1 ad31f122 502d97fa c2336cf1 956d160e 75291122 c2336cf1 98426277 75291122
blk_1075894102,15,16e18848 04880a76 1ffd342b c46f7a31 0c27c185 16e18848 3fc29bd8 f3024165 c46f7a31 0c27c185 ab9d3683 b2288025 b2288025 b2288025 ddc37aae
blk_1075433566,20,ca4bc864 11760afa 9d8e49d0 241a4432 41da2373 ca4bc864 24819cef c7b1d219 241a4432 41da2373 ca4bc864 a541836a 9d8e49d0 241a4432 41da2373 2dad39a4 6afa9c40 6afa9c40 6afa9c40 9f9319f5
blk_1074556835,15,0153b358 fbca1801 8ba1a478 e36da422 065ef6b1 0153b358 6ab65ff1 d604ab8c e36da422 065ef6b1 0153b358 9fc411da 8ba1a478 e36da422 065ef6b1
blk_1074635786,15,ac68841d 35e9d868 8f5ce648 a4a0cd35 afcf8e2d ac68841d c352b369 8f5ce648 a4a0cd35 afcf8e2d ac68841d 3c054db3 1b527f5e a4a0cd35 afcf8e2d
blk_1075031010,20,cedaa285 e64b035f be314724 63c2682d 9fb77013 cedaa285 1d86a67e 40e7656a 63c2682d 9fb77013 cedaa285 53d8d562 be314724 63c2682d 9fb77013 9c31f118 cebc5ceb cebc5ceb cebc5ceb 5ae59516
blk_1075568540,20,a9aedc9b 74211f8a 1b156c34 d29a0980 bc6c7b49 a9aedc9b 3c3f3edd 65b96f28 d29a0980 bc6c7b49 a9aedc9b dcd3377f 1b156c34 d29a0980 bc6c7b49 c43e406b 36495186 36495186 36495186 1c9f6143
blk_1075431839,20,1cb482b9 35ab3703 692fb3d3 11f0b015 bab7b5ee 1cb482b9 114dfa58 e1c5d3cd 11f0b015 bab7b5ee 1cb482b9 6ed9d2ac 692fb3d3 11f0b015 bab7b5ee 02d860c2 dbdca961 dbdca961 dbdca961 f02bd325
blk_1076081975,20,a44ea724 5d97546f cd126e2c 30c38e09 90b9e8da a44ea724 1370d032 63404c72 30c38e09 90b9e8da a44ea724 b77fbf85 63404c72 30c38e09 90b9e8da 8e5cd6dc 4982fb45 4982fb45 4982fb45 80c503af
blk_1074268479,15,c5444770 7e574063 97249c37 b7aa0478 776d0ddd c5444770 8528b7b6 78961419 b7aa0478 776d0ddd c5444770 347a4b6a 97249c37 b7aa0478 776d0ddd
blk_1073866737,22,5bf9e8c1 a739625c 1af2be6e 470fb31f d85eea22 91e1b939 22412133 5bf9e8c1 ed986a17 5bf9e8c1 ed986a17 19998aff d85eea22 5bf9e8c1 ed986a17 5bf9e8c1 52e568b8 1af2be6e 65ee2e0c 9fe253f7 65ee2e0c 9fe253f7
blk_1076068998,20,0afde817 e9758714 852ef419 6bcf3b77 954efaa4 0afde817 23e9c190 71958129 6bcf3b77 954efaa4 0afde817 5d95423f 852ef419 6bcf3b77 954efaa4 302aa5c6 868d8f23 868d8f23 868d8f23 1f916b28
blk_1074775490,20,ecdccfc0 c6ba1b8c 749134c2 187988ba 2a186982 ecdccfc0 a1c777f3 a24cb312 187988ba 2a186982 ecdccfc0 98805bd9 a24cb312 187988ba 2a186982 b151a200 a59f7891 a59f7891 a59f7891 835d4273
blk_1075401222,15,704c70c1 520e5607 b6fa9c59 9de7ecbb 8bbd37f3 704c70c1 4b061f62 923c0f7e 9de7ecbb 8bbd37f3 b105abe6 692b17ea 692b17ea 692b17ea 17c30be5
blk_1073873324,27,77e24c93 308cccbc 4e8a9206 237ffdf2 96fb2881 747c9c21 77e24c93 974822ea 950aa439 96fb2881 747c9c21 77e24c93 70d5c6d3 5b1b8a2a 3cfdb6a2 237ffdf2 3cfdb6a2 237ffdf2 77e24c93 308cccbc 77e24c93 308cccbc 77e24c93 73f97052 5b1b8a2a 96fb2881 747c9c21
blk_1075804253,20,95fabd84 4cb10bff 1849c9c8 e6c34e50 295e7a24 95fabd84 0987eec6 1849c9c8 e6c34e50 295e7a24 95fabd84 310ce68a b52e315a e6c34e50 295e7a24 5e17b00b 8b0e6cf9 8b0e6cf9 8b0e6cf9 d77125ac
blk_1075546297,20,40d5ec16 6ac75ba4 5fa9ae16 e61905c6 8167bb02 40d5ec16 7b3cc633 62e3949d e61905c6 8167bb02 40d5ec16 ef07be1f 62e3949d e61905c6 8167bb02 75cef84f 2616bbef 2616bbef 2616bbef f5f2bed9
blk_1075839375,21,f7523ad9 cb315315 4c7c916d 9b60d253 a5bc9838 f7523ad9 1946668d 6912b616 9b60d253 a5bc9838 f7523ad9 eea4ac61 4c7c916d 9b60d253 a5bc9838 c8d35d10 527a6a40 50272567 137b18bb 137b18bb f01f17b0
blk_1075138128,20,e210f50e 349b491b 189078a1 6b105531 ac91caec e210f50e da0a4861 189078a1 6b105531 ac91caec e210f50e 9b2fe6dc d0ca502f 6b105531 ac91caec b69860e4 69338d7b 69338d7b 69338d7b 3db8bafe
blk_1074377429,15,28e115d5 e88322bf 01d9e1b3 f2b34eb9 ea77aa83 28e115d5 a6cf5dcd 01d9e1b3 f2b34eb9 ea77aa83 28e115d5 4275fcba ef3a75a2 f2b34eb9 ea77aa83
blk_1074863331,20,188e0ff5 de969736 c100dfa0 13062ae0 1a81f297 188e0ff5 b413056e 1d48bece 13062ae0 1a81f297 188e0ff5 dddb3796 c100dfa0 13062ae0 1a81f297 0f911cc3 5b68c164 5b68c164 5b68c164 f9fd9fd5
blk_1075024928,20,c0a609b3 e3ee2f34 da3fa635 455b34c1 517e5af1 c0a609b3 da66d4c1 06f1699a 455b34c1 517e5af1 c0a609b3 37691c6a da3fa635 455b34c1 517e5af1 e06c9326 113816fd 113816fd 113816fd 84f3db96
blk_1075612087,20,3202cf8e ddbb8785 a2cf04db be47a759 b59231d8 3202cf8e dd2330ee 59d94af4 be47a759 b59231d8 3202cf8e cff02dbd a2cf04db be47a759 b59231d8 d3558b89 0d8b2b2e 0d8b2b2e 0d8b2b2e 32b4a5ad
blk_1073847400,27,62722235 8480ea66 0291e6f3 6b6f3cf9 a37d26ea dc2da1dc 4f923602 62722235 6dcb8fbd 7ad0444d a37d26ea 7ad0444d a37d26ea 62722235 6dcb8fbd 62722235 6dcb8fbd 62722235 de358b60 3a97ca10 62722235 1fc37707 0291e6f3 942ca156 1e809ae8 942ca156 1e809ae8
blk_1074603017,15,17392491 a4357eaa 40470879 c18daf4a 1ea3bcf2 17392491 e318c566 af289e0d c18daf4a 1ea3bcf2 17392491 681e0a67 af289e0d c18daf4a 1ea3bcf2
blk_1076097895,20,36982951 a032ded4 d91f43b5 b0e293f2 8fb86460 36982951 5931f316 d91f43b5 b0e293f2 8fb86460 36982951 dcdbde40 30b1e8b2 b0e293f2 8fb86460 2f6d54ee 2be17d80 2be17d80 2be17d80 36fd1065
blk_1075254548,20,c9eb7326 d487dc48 c3eb85dd 89c4a5bd 0d85c898 c9eb7326 283f8b9f f57001b8 89c4a5bd 0d85c898 c9eb7326 6d622b21 c3eb85dd 89c4a5bd 0d85c898 1c2e27cb 89423593 89423593 89423593 737a7ea3
blk_1074406434,15,6793366c 246035c9 48a3588d 2ade99aa 07cd8396 6793366c a5513555 30cf9ffc 2ade99aa 07cd8396 6793366c e8b18b61 30cf9ffc 2ade99aa 07cd8396
blk_1076168036,20,e5fb90cd 27aad220 46204907 9974efad 3cac7fb3 e5fb90cd 9e4f438a a46622ac 9974efad 3cac7fb3 e5fb90cd a4be49f1 46204907 9974efad 3cac7fb3 dc12bb3a 882faff8 882faff8 882faff8 decdaf53
blk_1075403931,15,5402fc18 7b4ec8b0 d8443c19 8f779136 7719407b 5402fc18 1fc64be8 d8443c19 8f779136 7719407b bf48e715 af318e78 af318e78 af318e78 b1900850
blk_1074947563,20,0b8d7d84 1e67436c 6db0f389 c23d32cd 44437011 0b8d7d84 0d235d2e 9bfd64a6 c23d32cd 44437011 0b8d7d84 86a1d80f 6db0f389 c23d32cd 44437011 86d73c2e b54f5e1a b54f5e1a b54f5e1a 1734ea25
blk_1075168339,20,7fce48e2 d754e919 26b4eaee 38e9eae9 6d39dc37 7fce48e2 4f950a52 2b024170 38e9eae9 6d39dc37 7fce48e2 1615925b 2b024170 38e9eae9 6d39dc37 1bed83dc d0bff33c d0bff33c d0bff33c 343d63de
blk_1074931483,20,82eb4a95 b2337b43 df8e5035 b4da0915 11e9a62d 82eb4a95 3ef451db df8e5035 b4da0915 11e9a62d 82eb4a95 a6391bdc 01cd32c9 b4da0915 11e9a62d 0b357380 d69d7818 d69d7818 d69d7818 960b03ec
blk_1074766481,20,14507bb0 92938487 94beb03d 91109637 133cadbd 14507bb0 b1e04698 94beb03d 91109637 133cadbd 14507bb0 43f89ff6 7c5e1a45 91109637 133cadbd 777e59fa 49405062 49405062 49405062 bb0ecc55
blk_1076176707,20,e5150c3a 2b82fd24 c3b9d744 ea93f068 91849e60 e5150c3a f4831368 c3b9d744 ea93f068 91849e60 e5150c3a 1658d0ca 1203a49b ea93f068 91849e60 bec49efb d236a530 d236a530 d236a530 da3970dc
blk_1075432386,20,a31fd9e9 671162f4 2a21345d 40ea744a cc1ce6d4 a31fd9e9 9ab035dc d946c97b 40ea744a cc1ce6d4 a31fd9e9 8730e1b2 d946c97b 40ea744a cc1ce6d4 6ab339c8 cdae65b8 cdae65b8 cdae65b8 e2c4f20a
blk_1075852474,20,fff9078c 6fc45ed8 0bb67fdb 2fbbe9ea dac48164 fff9078c 00b2f565 41415f23 2fbbe9ea dac48164 fff9078c 2fa25305 41415f23 2fbbe9ea dac48164 0d1eeeff 7377b7a4 7377b7a4 7377b7a4 ea3c0118
blk_1074882106,20,ed4bdcbf 49e168cd a0bf4c60 deab0439 299adbff ed4bdcbf 75924f49 a0bf4c60 deab0439 299adbff ed4bdcbf 38011f5b 2199b9c7 deab0439 299adbff 2a99560b dc841e4f dc841e4f dc841e4f a82fa4e8
blk_1075884922,20,8bf89e81 fe20fbb8 6e75d161 b80a75cb 40103ddc 8bf89e81 34ddb82a f3200660 b80a75cb 40103ddc 8bf89e81 bf9676bc f3200660 b80a75cb 40103ddc b7d6336f 68d27572 68d27572 68d27572 2154d0f6
blk_1076068097,20,3a87c3c4 8a98bb65 c4d9d204 29acc6e2 8671f175 3a87c3c4 a26d9d30 6a0fe365 29acc6e2 8671f175 3a87c3c4 fe06a0f0 6a0fe365 29acc6e2 8671f175 2b9eb9cb 6bd565fc 6bd565fc 6bd565fc e40a5a05
blk_1074205262,15,d7c984a8 cd0e731b 245cdde0 c9260df1 7ca73f71 d7c984a8 0ca8d065 245cdde0 c9260df1 7ca73f71 d7c984a8 ad5c67eb 7380f97e c9260df1 7ca73f71
blk_1074661683,15,b563547e ace5905f 842ee1ef fda59cc3 66220782 b563547e 71d7150f 0a3a2bbb fda59cc3 66220782 8ac257e0 8bf084e9 8bf084e9 8bf084e9 86d2ac61
blk_1076090821,20,812520c9 a8e5ee78 5be49d38 2f90a326 6d8be833 812520c9 d961c937 5545f9af 2f90a326 6d8be833 812520c9 a6fa76f9 5be49d38 2f90a326 6d8be833 e73b6221 6a8bf74a 6a8bf74a 6a8bf74a 096b0487
blk_1074832548,20,569158de adf2100a 587932ba 443d12e3 30773277 569158de 89c8d5cb 00e7aa05 443d12e3 30773277 569158de 15451118 587932ba 443d12e3 30773277 6e3e79bc b422f182 b422f182 b422f182 5645559a
blk_1075836605,20,24767477 6054e990 8047a466 2a20f3d9 911e150f 24767477 8758133c 360bdecf 2a20f3d9 911e150f 24767477 9ef14266 8047a466 2a20f3d9 911e150f 5ffbbc3d e3b692c6 e3b692c6 e3b692c6 eb31c041
blk_1075452357,20,056b0edb d9e5f1d0 ba203646 554ebbd6 26c359ea 056b0edb 552498e0 fe7512dc 554ebbd6 26c359ea 056b0edb f5e3f9d0 ba203646 554ebbd6 26c359ea ac5b7c58 1c7b08ce 1c7b08ce 1c7b08ce bd63dd44
blk_1075763060,20,52ed7662 b1bf0236 9452f77c 37be4cc4 f464fbc2 52ed7662 f832237d 85e1ed35 37be4cc4 f464fbc2 52ed7662 1cb417e6 9452f77c 37be4cc4 f464fbc2 aa4c4081 72525172 72525172 72525172 d77a439c
blk_1075566831,20,8feba22a d31cbb71 4563a1f2 d0f266b6 847fab0c 8feba22a eeb4123b 61cc1e43 d0f266b6 847fab0c 8feba22a 64dc6655 61cc1e43 d0f266b6 847fab0c e4217481 14620cb1 14620cb1 14620cb1 4db79523
blk_1075949058,20,3cf33349 06bef8c0 9018b24e 6ab3a1fb 5dca81a0 3cf33349 1cd49a1b 67b45935 6ab3a1fb 5dca81a0 3cf33349 28a2cf50 9018b24e 6ab3a1fb 5dca81a0 b02e48e4 158083d8 158083d8 158083d8 5112e918
blk_1074720518,20,4d0c9d78 d1be9132 b70125ac 01658d8f 01147dc1 4d0c9d78 3bd5a694 b70125ac 01658d8f 01147dc1 4d0c9d78 036cf96b bdd9808c 01658d8f 01147dc1 9585b1f7 92c57497 92c57497 92c57497 3aae254c
blk_1075189240,20,29e53562 99b7d9d7 a315a8ac 29d61722 db2b18c4 29e53562 8862e196 58688c08 29d61722 db2b18c4 29e53562 c4e6eb4e 58688c08 29d61722 db2b18c4 2e5d7d1a b66662eb b66662eb b66662eb ce23116e
blk_1075847431,20,3b4b0211 8cd0ce71 c7c531f6 ac1c230a 4c774ff2 3b4b0211 21d73e4b da6152d0 ac1c230a 4c774ff2 3b4b0211 5a4f9496 c7c531f6 ac1c230a 4c774ff2 c48e7c33 cf8c012d cf8c012d cf8c012d 96e7b90f
blk_1074894013,20,309d301b ace19ef7 552a90e7 f95969bc ae29d520 309d301b e6dee70f 552a90e7 f95969bc ae29d520 309d301b 62c89c69 912dd30e f95969bc ae29d520 bc0a282b 88b530ee 88b530ee 88b530ee d6c712e9
blk_1074745273,15,08170076 5ba8328c 716e0469 54d4fe75 95ea56fa 08170076 a13add40 a33c7625 54d4fe75 95ea56fa f5a6bc9c 9b98cb92 9b98cb92 9b98cb92 c65605d9
blk_1075619792,15,672159cc 1037122b 24373d71 aa9e06ad 16138b2d 672159cc 2cf774f4 24373d71 aa9e06ad 16138b2d c165da5d 207d69cb 207d69cb 207d69cb 57cba00e
blk_1074851792,20,4986232b da782a72 0a6e707d 6d7ef5b3 7f120c28 4986232b 522a35c8 0a6e707d 6d7ef5b3 7f120c28 4986232b df83d20d a51ff6a8 6d7ef5b3 7f120c28 ea0ec780 51f7862d 51f7862d 51f7862d 57c12c0e
blk_1075341967,20,a335264f 9909fba6 c18020ed d720f742 19f4ae69 a335264f 3dc3d49e c18020ed d720f742 19f4ae69 a335264f b93bbd72 409792f7 d720f742 19f4ae69 2067a1ca 1009a581 1009a581 1009a581 a9280e4c
blk_1075451730,20,205a8707 aedfe948 0b6fbdef 4540a1f5 dc901aa6 205a8707 a6a714e7 0c4b8247 4540a1f5 dc901aa6 205a8707 0f5537b0 0b6fbdef 4540a1f5 dc901aa6 1ac81471 3e635b37 3e635b37 3e635b37 a5342f1c
blk_1074381424,15,33915591 10b2ba38 ff6a310e c05dd6c7 880a4b89 33915591 785447b4 d3d0073a c05dd6c7 880a4b89 33915591 17fbc08f ff6a310e c05dd6c7 880a4b89
blk_1075994016,21,d07deb12 479c8140 a3b357c5 f2931ab0 bec10522 d07deb12 5ceb083d a3b357c5 f2931ab0 bec10522 d07deb12 6400d516 2467c82f f2931ab0 bec10522 8966584b 4959e8bc 1c546810 e3ac8f69 e3ac8f69 372a9f18
blk_1075781793,20,bb612b9b a37b601f c85f9939 3f0b0123 22c910de bb612b9b 3853f81f 5a02df8b 3f0b0123 22c910de bb612b9b ac937dfc c85f9939 3f0b0123 22c910de d1262f1b d2c49d12 d2c49d12 d2c49d12 e3d5bb37
blk_1074587982,15,c2ddbac6 59816fa2 0cbd201e 7df41f48 f1c76735 c2ddbac6 6ab62d8a 0cbd201e 7df41f48 f1c76735 c2ddbac6 0ed304de e755eada 7df41f48 f1c76735
blk_1074296280,15,a9185e1e 8adf0958 ad4acf8d 216c420b 21232193 a9185e1e 71d36e40 957db6b7 216c420b 21232193 a9185e1e 4fefacc4 ad4acf8d 216c420b 21232193
blk_1074182748,15,05fe9dd2 f1925625 9f2b3180 eeb98b19 6ebd9e62 05fe9dd2 200578fc 0e34b307 eeb98b19 6ebd9e62 05fe9dd2 4864a474 9f2b3180 eeb98b19 6ebd9e62
blk_1075953931,20,344fcb92 052aa3e8 d9423a0f c225d7c2 b9c47937 344fcb92 0eabecc3 ceb1b644 c225d7c2 b9c47937 344fcb92 622573c9 ceb1b644 c225d7c2 b9c47937 6737f415 409167dc 409167dc 409167dc 1049b927
